Name of the Nucleophile,Nucleophile ID Number,Type Of Nucleophile,Solvent,N,sN,EHF,EDFT,ECORR,EHF(HOMO),EDFT(HOMO),ECORR(HOMO),EHF(LUMO),EDFT(LUMO),ECORR(LUMO),cHF,cDFT,cCORR,hHF,hDFT,hCORR,mHF,mDFT,mCORR,wHF,wDFT,wCORR,dHF,dDFT,dCORR,HHF,HDFT,HCORR,GHF,GDFT,GCORR,NBOHF,NBODFT,NBOCORR,Mol.Mass,Surface Area,Volume,Ovality,Diameter,RG,E*DFT,E*HF,E*CORR,E*DFT(HOMO),E*HF(HOMO),E*CORR(HOMO),E*DFT(LUMO),E*HF(LUMO),E*CORR(LUMO),c*DFT,c*HF,c*CORR,h*DFT,h*HF,h*CORR,m*DFT,m*HF,m*CORR,w*DFT,w*HF,w*CORR,d*DFT,d*HF,d*CORR,H*DFT,H*HF,H*CORR,G*DFT,G*HF,G*CORR
"1-(trimethylsiloxy)buta-1,3-diene",C138,C-Nucleophile,Dichloromethane,4.600,0.900,-637.160,-640.064,-2.904,-0.304,-0.212,0.092,0.135,-0.020,-0.155,0.085,0.116,0.032,0.439,0.192,-0.247,-0.085,-0.116,-0.032,0.008,0.035,0.027,2.830,3.279,0.449,-399688.374,-401517.808,-1829.434,-399721.937,-401552.248,-1830.311,-0.375,-0.397,-0.022,142.271,242.316,260.463,1.229,11.974,2.727,-959.769,-958.050,-1.719,-0.317,-0.450,0.133,-0.024,0.135,-0.159,0.171,0.158,0.013,0.293,0.585,-0.292,-0.171,-0.158,-0.013,0.050,0.021,0.028,2.237,2.431,-0.194,-602243.077,-601163.243,-1079.834,-602262.364,-601182.385,-1079.979
"N-(3,3-dimethylbut-1-en-2-yl)acetamide",C139,C-Nucleophile,MeCN,4.610,0.980,-441.108,-443.994,-2.886,-0.353,-0.239,0.114,0.148,-0.012,-0.160,0.103,0.126,0.023,0.501,0.227,-0.274,-0.103,-0.126,-0.023,0.010,0.035,0.024,5.061,4.533,-0.528,-276645.278,-278464.833,-1819.555,-276676.314,-278496.448,-1820.134,-0.604,-0.673,-0.069,141.211,217.619,248.692,1.138,9.531,2.344,-132.801,-131.970,-0.831,-0.341,-0.475,0.134,0.029,0.156,-0.127,0.156,0.160,-0.004,0.370,0.631,-0.261,-0.156,-0.160,0.004,0.033,0.020,0.013,4.728,4.934,-0.206,-83302.890,-82779.224,-523.666,-83320.775,-82796.997,-523.778
pyrrole,C141,C-Nucleophile,Dichloromethane,4.630,1.000,-208.866,-210.231,-1.365,-0.304,-0.218,0.086,0.161,0.032,-0.129,0.072,0.093,0.022,0.465,0.250,-0.215,-0.072,-0.093,-0.022,0.005,0.017,0.012,2.436,2.435,-0.001,-131007.531,-131867.572,-860.041,-131026.928,-131887.184,-860.256,-0.310,-0.311,-0.001,67.089,122.930,114.888,1.076,6.745,1.288,-959.769,-958.050,-1.719,-0.317,-0.450,0.133,-0.024,0.135,-0.159,0.171,0.158,0.013,0.293,0.585,-0.292,-0.171,-0.158,-0.013,0.050,0.021,0.028,2.237,2.431,-0.194,-602243.077,-601163.243,-1079.834,-602262.364,-601182.385,-1079.979
"2-(trimethylsiloxy)buta-1,3-diene",C147,C-Nucleophile,Dichloromethane,4.830,0.900,-637.160,-640.062,-2.902,-0.322,-0.229,0.093,0.120,-0.032,-0.152,0.101,0.131,0.030,0.442,0.197,-0.245,-0.101,-0.131,-0.030,0.012,0.043,0.032,1.087,1.489,0.402,-399688.575,-401516.868,-1828.293,-399721.682,-401550.502,-1828.820,-0.479,-0.348,0.131,142.271,233.007,257.899,1.189,9.952,2.299,-959.769,-958.050,-1.719,-0.317,-0.450,0.133,-0.024,0.135,-0.159,0.171,0.158,0.013,0.293,0.585,-0.292,-0.171,-0.158,-0.013,0.050,0.021,0.028,2.237,2.431,-0.194,-602243.077,-601163.243,-1079.834,-602262.364,-601182.385,-1079.979
"N-(3,4-dihydronaphthalen-1-yl)acetamide",C149,C-Nucleophile,MeCN,4.910,0.870,-413.650,-416.064,-2.414,-0.346,-0.251,0.095,0.121,-0.072,-0.193,0.113,0.162,0.049,0.467,0.179,-0.288,-0.113,-0.162,-0.049,0.014,0.073,0.059,2.856,3.167,0.311,-259493.730,-261012.954,-1519.224,-259520.399,-261040.243,-1519.844,-0.402,-0.312,0.090,114.103,170.262,163.429,1.178,10.599,2.309,-132.801,-131.970,-0.831,-0.341,-0.475,0.134,0.029,0.156,-0.127,0.156,0.160,-0.004,0.370,0.631,-0.261,-0.156,-0.160,0.004,0.033,0.020,0.013,4.728,4.934,-0.206,-83302.890,-82779.224,-523.666,-83320.775,-82796.997,-523.778
ethyl diazoacetate,C150,C-Nucleophile,Dichloromethane,4.910,0.950,-591.464,-595.257,-3.793,-0.305,-0.224,0.081,0.098,-0.045,-0.143,0.104,0.135,0.031,0.403,0.179,-0.224,-0.104,-0.135,-0.031,0.013,0.051,0.037,5.681,5.218,-0.463,-370991.541,-373380.598,-2389.058,-371023.518,-373413.246,-2389.728,-0.605,-0.673,-0.068,187.238,251.583,287.605,1.194,10.842,2.746,-959.769,-958.050,-1.719,-0.317,-0.450,0.133,-0.024,0.135,-0.159,0.171,0.158,0.013,0.293,0.585,-0.292,-0.171,-0.158,-0.013,0.050,0.021,0.028,2.237,2.431,-0.194,-602243.077,-601163.243,-1079.834,-602262.364,-601182.385,-1079.979
N-vinylcarbazole,C151,C-Nucleophile,Dichloromethane,5.020,0.940,-591.135,-595.010,-3.875,-0.285,-0.212,0.073,0.089,-0.044,-0.133,0.098,0.128,0.030,0.374,0.168,-0.206,-0.098,-0.128,-0.030,0.013,0.049,0.036,1.121,1.007,-0.114,-370795.928,-373235.639,-2439.711,-370825.946,-373266.344,-2440.398,-0.387,-0.421,-0.034,193.244,252.994,289.470,1.196,11.357,2.684,-959.769,-958.050,-1.719,-0.317,-0.450,0.133,-0.024,0.135,-0.159,0.171,0.158,0.013,0.293,0.585,-0.292,-0.171,-0.158,-0.013,0.050,0.021,0.028,2.237,2.431,-0.194,-602243.077,-601163.243,-1079.834,-602262.364,-601182.385,-1079.979
"1-(trimethylsiloxy)-3,4-dihydronaphthalene (in MeCN)",C152,C-Nucleophile,MeCN,5.060,0.910,-866.785,-871.200,-4.415,-0.296,-0.213,0.083,0.105,-0.035,-0.140,0.096,0.124,0.029,0.401,0.178,-0.223,-0.096,-0.124,-0.029,0.011,0.043,0.032,1.550,1.937,0.387,-543722.794,-546503.443,-2780.649,-543761.080,-546542.166,-2781.086,-0.330,-0.389,-0.059,218.367,304.427,358.357,1.248,12.103,3.002,-132.801,-131.970,-0.831,-0.341,-0.475,0.134,0.029,0.156,-0.127,0.156,0.160,-0.004,0.370,0.631,-0.261,-0.156,-0.160,0.004,0.033,0.020,0.013,4.728,4.934,-0.206,-83302.890,-82779.224,-523.666,-83320.775,-82796.997,-523.778
1-(tris(trimethylsilyl)siloxy)cyclohexene,C153,C-Nucleophile,Dichloromethane,5.070,0.910,-1819.898,-1826.917,-7.019,-0.311,-0.219,0.092,0.116,-0.013,-0.129,0.098,0.116,0.019,0.427,0.206,-0.221,-0.098,-0.116,-0.019,0.011,0.033,0.022,0.755,1.513,0.758,-1141667.037,-1146088.465,-4421.428,-1141726.274,-1146150.834,-4424.559,-0.369,-0.434,-0.065,344.788,419.245,610.921,1.204,13.162,3.342,-959.769,-958.050,-1.719,-0.317,-0.450,0.133,-0.024,0.135,-0.159,0.171,0.158,0.013,0.293,0.585,-0.292,-0.171,-0.158,-0.013,0.050,0.021,0.028,2.237,2.431,-0.194,-602243.077,-601163.243,-1079.834,-602262.364,-601182.385,-1079.979
(Z)-1-phenyl-1-(trimethylsiloxy)propene (in MeCN),C156,C-Nucleophile,MeCN,5.180,0.940,-828.899,-833.077,-4.178,-0.307,-0.221,0.086,0.111,-0.032,-0.143,0.098,0.127,0.029,0.418,0.189,-0.229,-0.098,-0.127,-0.029,0.011,0.042,0.031,1.492,1.612,0.120,-519954.110,-522585.940,-2631.830,-519992.840,-522626.147,-2633.307,-0.520,-0.601,-0.081,206.356,294.980,351.858,1.224,11.411,2.823,-132.801,-131.970,-0.831,-0.341,-0.475,0.134,0.029,0.156,-0.127,0.156,0.160,-0.004,0.370,0.631,-0.261,-0.156,-0.160,0.004,0.033,0.020,0.013,4.728,4.934,-0.206,-83302.890,-82779.224,-523.666,-83320.775,-82796.997,-523.778
1-(trimethylsiloxy)cyclohexene,C157,C-Nucleophile,Dichloromethane,5.210,1.000,-712.953,-716.331,-3.378,-0.322,-0.239,0.083,0.127,-0.015,-0.142,0.098,0.127,0.030,0.449,0.224,-0.225,-0.098,-0.127,-0.030,0.011,0.036,0.025,1.592,1.722,0.130,-447239.927,-449367.065,-2127.138,-447273.418,-449401.962,-2128.544,-0.265,-0.260,0.005,166.292,248.719,282.287,1.195,11.311,2.570,-959.769,-958.050,-1.719,-0.317,-0.450,0.133,-0.024,0.135,-0.159,0.171,0.158,0.013,0.293,0.585,-0.292,-0.171,-0.158,-0.013,0.050,0.021,0.028,2.237,2.431,-0.194,-602243.077,-601163.243,-1079.834,-602262.364,-601182.385,-1079.979
diphenyldiazomethane,C159,C-Nucleophile,MeCN,5.290,0.920,-607.079,-611.008,-3.929,-0.272,-0.201,0.071,0.103,-0.063,-0.166,0.085,0.132,0.048,0.375,0.138,-0.237,-0.085,-0.132,-0.048,0.010,0.063,0.054,1.623,1.699,0.076,-380809.891,-383282.953,-2473.063,-380842.063,-383315.749,-2473.686,0.199,-0.212,-0.411,194.232,257.619,287.963,1.222,12.060,2.920,-132.801,-131.970,-0.831,-0.341,-0.475,0.134,0.029,0.156,-0.127,0.156,0.160,-0.004,0.370,0.631,-0.261,-0.156,-0.160,0.004,0.033,0.020,0.013,4.728,4.934,-0.206,-83302.890,-82779.224,-523.666,-83320.775,-82796.997,-523.778
2-(triisopropylsiloxy)propene,C160,C-Nucleophile,Dichloromethane,5.380,0.850,-833.535,-837.886,-4.351,-0.335,-0.230,0.105,0.142,0.020,-0.122,0.097,0.105,0.009,0.477,0.250,-0.227,-0.097,-0.105,-0.009,0.010,0.022,0.012,0.701,0.885,0.184,-522800.976,-525544.868,-2743.892,-522843.122,-525588.576,-2745.454,-0.536,-0.609,-0.073,214.420,304.410,394.597,1.170,10.148,2.638,-959.769,-958.050,-1.719,-0.317,-0.450,0.133,-0.024,0.135,-0.159,0.171,0.158,0.013,0.293,0.585,-0.292,-0.171,-0.158,-0.013,0.050,0.021,0.028,2.237,2.431,-0.194,-602243.077,-601163.243,-1079.834,-602262.364,-601182.385,-1079.979
2-phenyl-allyltrimethylsilane,C161,C-Nucleophile,Dichloromethane,5.380,0.890,-753.972,-757.790,-3.818,-0.314,-0.227,0.087,0.114,-0.038,-0.152,0.100,0.133,0.033,0.428,0.189,-0.239,-0.100,-0.133,-0.033,0.012,0.046,0.035,0.650,0.693,0.043,-472940.855,-475345.689,-2404.833,-472977.897,-475382.683,-2404.787,-0.821,-0.852,-0.031,190.357,280.584,336.611,1.199,12.020,2.915,-959.769,-958.050,-1.719,-0.317,-0.450,0.133,-0.024,0.135,-0.159,0.171,0.158,0.013,0.293,0.585,-0.292,-0.171,-0.158,-0.013,0.050,0.021,0.028,2.237,2.431,-0.194,-602243.077,-601163.243,-1079.834,-602262.364,-601182.385,-1079.979
3-methyl-2-(trimethylsiloxy)but-1-ene,C162,C-Nucleophile,Dichloromethane,5.410,0.900,-599.305,-601.970,-2.665,-0.339,-0.232,0.107,0.140,0.022,-0.118,0.100,0.105,0.006,0.479,0.254,-0.225,-0.100,-0.105,-0.006,0.010,0.022,0.011,0.729,0.990,0.261,-375938.593,-377617.247,-1678.654,-375970.391,-377649.627,-1679.236,-0.537,-0.611,-0.074,130.260,220.574,242.047,1.175,9.451,2.148,-959.769,-958.050,-1.719,-0.317,-0.450,0.133,-0.024,0.135,-0.159,0.171,0.158,0.013,0.293,0.585,-0.292,-0.171,-0.158,-0.013,0.050,0.021,0.028,2.237,2.431,-0.194,-602243.077,-601163.243,-1079.834,-602262.364,-601182.385,-1079.979
2-(trimethylsiloxy)propene,C163,C-Nucleophile,Dichloromethane,5.410,0.910,-475.469,-478.472,-3.003,-0.282,-0.202,0.080,0.129,-0.013,-0.142,0.077,0.108,0.031,0.411,0.189,-0.222,-0.077,-0.108,-0.031,0.007,0.031,0.023,1.528,1.499,-0.029,-298246.735,-300137.870,-1891.135,-298273.478,-300165.206,-1891.728,-0.302,-0.302,0.000,147.174,206.005,220.493,1.167,9.986,2.274,-959.769,-958.050,-1.719,-0.317,-0.450,0.133,-0.024,0.135,-0.159,0.171,0.158,0.013,0.293,0.585,-0.292,-0.171,-0.158,-0.013,0.050,0.021,0.028,2.237,2.431,-0.194,-602243.077,-601163.243,-1079.834,-602262.364,-601182.385,-1079.979
4-methoxy-indole,C164,C-Nucleophile,MeCN,5.410,1.100,-677.391,-680.617,-3.226,-0.338,-0.232,0.106,0.138,0.020,-0.118,0.100,0.106,0.006,0.476,0.252,-0.224,-0.100,-0.106,-0.006,0.011,0.022,0.012,0.695,1.009,0.314,-424898.853,-426931.888,-2033.035,-424934.687,-426968.456,-2033.769,-0.209,-0.239,-0.030,158.313,258.236,295.876,1.203,10.563,2.514,-132.801,-131.970,-0.831,-0.341,-0.475,0.134,0.029,0.156,-0.127,0.156,0.160,-0.004,0.370,0.631,-0.261,-0.156,-0.160,0.004,0.033,0.020,0.013,4.728,4.934,-0.206,-83302.890,-82779.224,-523.666,-83320.775,-82796.997,-523.778
Indole,C169,C-Nucleophile,Dichloromethane,5.550,1.090,-361.555,-363.915,-2.360,-0.290,-0.213,0.077,0.120,-0.020,-0.140,0.085,0.117,0.032,0.410,0.193,-0.217,-0.085,-0.117,-0.032,0.009,0.035,0.026,2.727,2.899,0.172,-226788.331,-228274.525,-1486.194,-226811.450,-228298.061,-1486.611,-0.314,-0.306,0.008,117.148,174.471,181.764,1.125,9.098,1.937,-959.769,-958.050,-1.719,-0.317,-0.450,0.133,-0.024,0.135,-0.159,0.171,0.158,0.013,0.293,0.585,-0.292,-0.171,-0.158,-0.013,0.050,0.021,0.028,2.237,2.431,-0.194,-602243.077,-601163.243,-1079.834,-602262.364,-601182.385,-1079.979
2-(tert.butyldimethylsiloxy)propene,C170,C-Nucleophile,Dichloromethane,5.580,0.900,-716.424,-719.932,-3.508,-0.338,-0.232,0.106,0.139,0.021,-0.118,0.100,0.106,0.006,0.477,0.253,-0.224,-0.100,-0.106,-0.006,0.010,0.022,0.012,0.645,0.868,0.223,-449373.184,-451584.230,-2211.046,-449410.469,-451622.626,-2212.156,-0.537,-0.610,-0.073,172.340,264.060,318.628,1.171,10.618,2.455,-959.769,-958.050,-1.719,-0.317,-0.450,0.133,-0.024,0.135,-0.159,0.171,0.158,0.013,0.293,0.585,-0.292,-0.171,-0.158,-0.013,0.050,0.021,0.028,2.237,2.431,-0.194,-602243.077,-601163.243,-1079.834,-602262.364,-601182.385,-1079.979
Z-3-(trimethylsiloxy)pent-2-ene,C171,C-Nucleophile,Dichloromethane,5.580,1.000,-677.390,-680.616,-3.226,-0.328,-0.225,0.103,0.138,0.023,-0.115,0.095,0.101,0.006,0.466,0.248,-0.218,-0.095,-0.101,-0.006,0.010,0.021,0.011,1.187,1.298,0.111,-424897.948,-426931.406,-2033.458,-424933.824,-426968.619,-2034.795,-0.520,-0.600,-0.080,158.313,249.094,295.823,1.160,9.808,2.358,-959.769,-958.050,-1.719,-0.317,-0.450,0.133,-0.024,0.135,-0.159,0.171,0.158,0.013,0.293,0.585,-0.292,-0.171,-0.158,-0.013,0.050,0.021,0.028,2.237,2.431,-0.194,-602243.077,-601163.243,-1079.834,-602262.364,-601182.385,-1079.979
N-(1-(4-chlorophenyl)vinyl)acetamide,C172,C-Nucleophile,MeCN,5.600,1.000,-973.453,-977.429,-3.976,-0.322,-0.236,0.086,0.090,-0.530,-0.620,0.116,0.383,0.267,0.412,-0.294,-0.706,-0.116,-0.383,-0.267,0.016,-0.249,-0.266,4.067,3.506,-0.561,-610723.866,-613226.147,-2502.282,-610756.565,-613259.469,-2502.903,-0.606,-0.674,-0.068,195.646,245.326,271.252,1.211,12.273,3.203,-132.801,-131.970,-0.831,-0.341,-0.475,0.134,0.029,0.156,-0.127,0.156,0.160,-0.004,0.370,0.631,-0.261,-0.156,-0.160,0.004,0.033,0.020,0.013,4.728,4.934,-0.206,-83302.890,-82779.224,-523.666,-83320.775,-82796.997,-523.778
N-(cyclohex-1-en-1-yl)acetamide,C173,C-Nucleophile,MeCN,5.640,0.790,-437.504,-440.264,-2.760,-0.321,-0.225,0.096,0.134,-0.024,-0.158,0.094,0.125,0.031,0.455,0.201,-0.254,-0.094,-0.125,-0.031,0.010,0.039,0.029,3.843,3.565,-0.278,-274429.430,-276167.925,-1738.495,-274456.872,-276195.965,-1739.093,-0.612,-0.679,-0.067,135.163,198.377,209.935,1.162,9.578,2.380,-132.801,-131.970,-0.831,-0.341,-0.475,0.134,0.029,0.156,-0.127,0.156,0.160,-0.004,0.370,0.631,-0.261,-0.156,-0.160,0.004,0.033,0.020,0.013,4.728,4.934,-0.206,-83302.890,-82779.224,-523.666,-83320.775,-82796.997,-523.778
N-(1-phenylvinyl)acetamide,C174,C-Nucleophile,MeCN,5.730,0.970,-514.531,-517.808,-3.277,-0.320,-0.234,0.086,0.098,-0.046,-0.144,0.111,0.140,0.029,0.418,0.188,-0.230,-0.111,-0.140,-0.029,0.015,0.052,0.037,4.781,4.314,-0.467,-322740.352,-324803.743,-2063.391,-322771.125,-324834.796,-2063.671,-0.605,-0.674,-0.069,161.200,229.626,252.618,1.188,11.106,2.720,-132.801,-131.970,-0.831,-0.341,-0.475,0.134,0.029,0.156,-0.127,0.156,0.160,-0.004,0.370,0.631,-0.261,-0.156,-0.160,0.004,0.033,0.020,0.013,4.728,4.934,-0.206,-83302.890,-82779.224,-523.666,-83320.775,-82796.997,-523.778
N-methylindole,C175,C-Nucleophile,Dichloromethane,5.750,1.230,-400.592,-403.233,-2.641,-0.287,-0.209,0.078,0.119,-0.021,-0.140,0.084,0.115,0.031,0.406,0.188,-0.218,-0.084,-0.115,-0.031,0.009,0.035,0.026,3.056,3.218,0.162,-251264.914,-252928.725,-1663.811,-251290.512,-252954.982,-1664.470,-0.315,-0.305,0.010,131.174,195.106,209.755,1.143,9.631,2.100,-959.769,-958.050,-1.719,-0.317,-0.450,0.133,-0.024,0.135,-0.159,0.171,0.158,0.013,0.293,0.585,-0.292,-0.171,-0.158,-0.013,0.050,0.021,0.028,2.237,2.431,-0.194,-602243.077,-601163.243,-1079.834,-602262.364,-601182.385,-1079.979
1-(triphenylsiloxy)cyclopentene,C176,C-Nucleophile,Dichloromethane,5.760,1.020,-1247.860,-1254.731,-6.871,-0.329,-0.227,0.102,0.102,-0.037,-0.139,0.114,0.132,0.019,0.431,0.190,-0.241,-0.114,-0.132,-0.019,0.015,0.046,0.031,1.662,1.805,0.143,-782773.703,-787100.057,-4326.355,-782822.064,-787150.249,-4328.186,-0.335,-0.392,-0.057,342.506,421.492,523.556,1.342,13.181,3.524,-959.769,-958.050,-1.719,-0.317,-0.450,0.133,-0.024,0.135,-0.159,0.171,0.158,0.013,0.293,0.585,-0.292,-0.171,-0.158,-0.013,0.050,0.021,0.028,2.237,2.431,-0.194,-602243.077,-601163.243,-1079.834,-602262.364,-601182.385,-1079.979
N-methylpyrrole,C178,C-Nucleophile,Dichloromethane,5.850,1.030,-247.903,-249.549,-1.646,-0.302,-0.216,0.086,0.160,0.027,-0.133,0.071,0.095,0.024,0.462,0.243,-0.219,-0.071,-0.095,-0.024,0.005,0.018,0.013,2.774,2.752,-0.022,-155484.105,-156521.581,-1037.477,-155506.126,-156543.905,-1037.779,-0.243,-0.305,-0.062,81.116,146.314,143.664,1.103,7.738,1.566,-959.769,-958.050,-1.719,-0.317,-0.450,0.133,-0.024,0.135,-0.159,0.171,0.158,0.013,0.293,0.585,-0.292,-0.171,-0.158,-0.013,0.050,0.021,0.028,2.237,2.431,-0.194,-602243.077,-601163.243,-1079.834,-602262.364,-601182.385,-1079.979
5-methyl-indole,C180,C-Nucleophile,MeCN,6.000,1.100,-400.601,-403.243,-2.642,-0.290,-0.212,0.078,0.120,-0.019,-0.139,0.085,0.116,0.031,0.410,0.193,-0.217,-0.085,-0.116,-0.031,0.009,0.035,0.026,2.513,2.659,0.146,-251270.950,-252934.826,-1663.875,-251296.668,-252961.176,-1664.509,-0.504,-0.582,-0.078,131.174,196.712,209.723,1.153,10.117,2.200,-132.801,-131.970,-0.831,-0.341,-0.475,0.134,0.029,0.156,-0.127,0.156,0.160,-0.004,0.370,0.631,-0.261,-0.156,-0.160,0.004,0.033,0.020,0.013,4.728,4.934,-0.206,-83302.890,-82779.224,-523.666,-83320.775,-82796.997,-523.778
2-(tris(trimethylsilyl)siloxy)propene,C181,C-Nucleophile,Dichloromethane,6.040,0.820,-1703.929,-1710.155,-6.226,-0.320,-0.221,0.099,0.114,-0.014,-0.128,0.103,0.118,0.015,0.434,0.207,-0.227,-0.103,-0.118,-0.015,0.012,0.033,0.021,0.836,1.043,0.207,-1068940.797,-1072861.212,-3920.416,-1068996.996,-1072919.786,-3922.790,-0.536,-0.609,-0.073,304.724,390.734,547.992,1.207,11.256,3.049,-959.769,-958.050,-1.719,-0.317,-0.450,0.133,-0.024,0.135,-0.159,0.171,0.158,0.013,0.293,0.585,-0.292,-0.171,-0.158,-0.013,0.050,0.021,0.028,2.237,2.431,-0.194,-602243.077,-601163.243,-1079.834,-602262.364,-601182.385,-1079.979
5-chloro-2-methylindole,C182,C-Nucleophile,MeCN,6.080,1.100,-859.530,-862.871,-3.341,-0.293,-0.217,0.076,0.111,-0.028,-0.139,0.091,0.123,0.032,0.404,0.189,-0.215,-0.091,-0.123,-0.032,0.010,0.040,0.029,6.510,6.630,0.120,-539258.980,-541360.886,-2101.906,-539286.488,-541389.128,-2102.640,-0.533,-0.609,-0.076,165.620,213.657,228.884,1.181,11.223,2.666,-132.801,-131.970,-0.831,-0.341,-0.475,0.134,0.029,0.156,-0.127,0.156,0.160,-0.004,0.370,0.631,-0.261,-0.156,-0.160,0.004,0.033,0.020,0.013,4.728,4.934,-0.206,-83302.890,-82779.224,-523.666,-83320.775,-82796.997,-523.778
benzyl (1-phenylvinyl)carbamate,C184,C-Nucleophile,MeCN,6.210,0.870,-819.017,-824.161,-5.144,-0.319,-0.235,0.084,0.101,-0.043,-0.144,0.109,0.139,0.030,0.420,0.192,-0.228,-0.109,-0.139,-0.030,0.014,0.050,0.036,2.809,2.395,-0.414,-513746.602,-516986.151,-3239.549,-513786.258,-517026.584,-3240.325,-0.353,-0.389,-0.036,253.296,331.537,376.845,1.314,13.261,3.394,-132.801,-131.970,-0.831,-0.341,-0.475,0.134,0.029,0.156,-0.127,0.156,0.160,-0.004,0.370,0.631,-0.261,-0.156,-0.160,0.004,0.033,0.020,0.013,4.728,4.934,-0.206,-83302.890,-82779.224,-523.666,-83320.775,-82796.997,-523.778
1-phenyl-1-(trimethylsiloxy)ethene,C185,C-Nucleophile,Dichloromethane,6.220,0.960,-789.853,-793.751,-3.898,-0.312,-0.226,0.086,0.104,-0.038,-0.142,0.104,0.132,0.028,0.416,0.188,-0.228,-0.104,-0.132,-0.028,0.013,0.046,0.033,0.967,1.348,0.381,-495472.061,-497926.589,-2454.529,-495508.545,-497964.399,-2455.855,-0.488,-0.487,0.001,192.330,281.228,323.184,1.235,12.144,2.954,-959.769,-958.050,-1.719,-0.317,-0.450,0.133,-0.024,0.135,-0.159,0.171,0.158,0.013,0.293,0.585,-0.292,-0.171,-0.158,-0.013,0.050,0.021,0.028,2.237,2.431,-0.194,-602243.077,-601163.243,-1079.834,-602262.364,-601182.385,-1079.979
5-methoxy-indole,C186,C-Nucleophile,Dichloromethane,6.220,1.120,-475.462,-478.467,-3.005,-0.286,-0.204,0.082,0.115,-0.022,-0.137,0.086,0.113,0.028,0.401,0.182,-0.219,-0.086,-0.113,-0.028,0.009,0.035,0.026,3.614,3.463,-0.151,-298242.865,-300134.918,-1892.054,-298270.024,-300162.457,-1892.433,-0.330,-0.314,0.016,147.174,206.488,220.572,1.170,11.338,2.430,-959.769,-958.050,-1.719,-0.317,-0.450,0.133,-0.024,0.135,-0.159,0.171,0.158,0.013,0.293,0.585,-0.292,-0.171,-0.158,-0.013,0.050,0.021,0.028,2.237,2.431,-0.194,-602243.077,-601163.243,-1079.834,-602262.364,-601182.385,-1079.979
lithium (5-methylthiophen-2-yl)(4-(trifluoromethyl)phenyl)pinacolborate,C187,C-Nucleophile,MeCN,6.240,1.000,-1572.052,-1579.647,-7.595,-0.301,-0.214,0.087,0.043,-0.024,-0.067,0.129,0.119,-0.010,0.344,0.190,-0.154,-0.129,-0.119,0.010,0.024,0.037,0.013,15.189,14.930,-0.259,-986219.971,-991000.817,-4780.846,-986270.830,-991053.746,-4782.916,-0.273,-0.462,-0.189,376.170,401.902,522.158,1.282,14.416,3.898,-132.801,-131.970,-0.831,-0.341,-0.475,0.134,0.029,0.156,-0.127,0.156,0.160,-0.004,0.370,0.631,-0.261,-0.156,-0.160,0.004,0.033,0.020,0.013,4.728,4.934,-0.206,-83302.890,-82779.224,-523.666,-83320.775,-82796.997,-523.778
N-(1-(naphthalen-2-yl)vinyl)acetamide,C188,C-Nucleophile,MeCN,6.280,0.950,-667.213,-671.484,-4.271,-0.296,-0.225,0.071,0.076,-0.062,-0.138,0.110,0.144,0.034,0.372,0.163,-0.209,-0.110,-0.144,-0.034,0.016,0.063,0.047,4.833,4.435,-0.398,-418516.673,-421206.459,-2689.785,-418551.215,-421241.834,-2690.619,-0.610,-0.676,-0.066,211.259,276.421,318.861,1.225,11.952,3.049,-132.801,-131.970,-0.831,-0.341,-0.475,0.134,0.029,0.156,-0.127,0.156,0.160,-0.004,0.370,0.631,-0.261,-0.156,-0.160,0.004,0.033,0.020,0.013,4.728,4.934,-0.206,-83302.890,-82779.224,-523.666,-83320.775,-82796.997,-523.778
"lithium 2-benzyl-2-(3,5-bis(trifluoromethyl)phenyl)-4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-uide",C189,C-Nucleophile,MeCN,6.300,0.780,-1626.196,-1635.334,-9.138,-0.315,-0.211,0.104,0.042,-0.038,-0.080,0.137,0.125,-0.012,0.357,0.173,-0.184,-0.137,-0.125,0.012,0.026,0.045,0.019,15.161,15.010,-0.151,-1020148.167,-1025900.503,-5752.336,-1020207.147,-1025961.270,-5754.123,-0.649,-0.685,-0.036,452.167,459.805,599.243,1.338,14.963,4.270,-132.801,-131.970,-0.831,-0.341,-0.475,0.134,0.029,0.156,-0.127,0.156,0.160,-0.004,0.370,0.631,-0.261,-0.156,-0.160,0.004,0.033,0.020,0.013,4.728,4.934,-0.206,-83302.890,-82779.224,-523.666,-83320.775,-82796.997,-523.778
1-(trimethylsiloxy)cyclopentene (in MeCN),C191,C-Nucleophile,MeCN,6.430,0.890,-676.224,-679.405,-3.181,-0.322,-0.218,0.104,0.140,0.029,-0.111,0.091,0.095,0.004,0.462,0.247,-0.215,-0.091,-0.095,-0.004,0.009,0.018,0.009,1.049,1.332,0.283,-424180.962,-426185.163,-2004.201,-424214.379,-426219.469,-2005.090,-0.330,-0.422,-0.092,156.298,247.401,279.152,1.198,10.690,2.498,-132.801,-131.970,-0.831,-0.341,-0.475,0.134,0.029,0.156,-0.127,0.156,0.160,-0.004,0.370,0.631,-0.261,-0.156,-0.160,0.004,0.033,0.020,0.013,4.728,4.934,-0.206,-83302.890,-82779.224,-523.666,-83320.775,-82796.997,-523.778
